ship date;tracking;state;zip;custom weight;weight;zone;G;;I;;;J;shipper
2015/12/30;1Z091YW70394686322;CA;92154;16;30;2;FRT;3;Ground Commercial Third Party;0;4.87;7.31;M T L International
2015/12/30;1Z091YW70394686322;CA;92154;0;0;2;FSC;FSC;Fuel Surcharge;12.18;0.26;0.38;M T L International
2015/12/30;1Z091YW70394686322;CA;92154;0;0;2;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70391834186;CA;95660;16;28;4;FRT;3;Ground Residential Third Party;0;5.67;9.24;M T L International
2015/12/30;1Z091YW70391834186;CA;95660;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70391834186;CA;95660;0;0;4;FSC;FSC;Fuel Surcharge;18.16;0.36;0.59;M T L International
2015/12/30;1Z091YW70391834186;CA;95660;0;0;4;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70391330256;UT;84770;17;30;4;FRT;3;Ground Commercial Third Party;0;7.02;10.55;M T L International
2015/12/30;1Z091YW70391330256;UT;84770;0;0;4;FSC;FSC;Fuel Surcharge;17.57;0.37;0.55;M T L International
2015/12/30;1Z091YW70391330256;UT;84770;0;0;4;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70394049305;CA;95376;16;30;3;FRT;3;Ground Residential Third Party;0;5.41;8.81;M T L International
2015/12/30;1Z091YW70394049305;CA;95376;0;0;3;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70394049305;CA;95376;0;0;3;FSC;FSC;Fuel Surcharge;17.47;0.34;0.58;M T L International
2015/12/30;1Z091YW70394049305;CA;95376;0;0;3;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70393786761;CA;95060;16;25;3;FRT;3;Ground Residential Third Party;0;5.41;8.81;M T L International
2015/12/30;1Z091YW70393786761;CA;95060;0;0;3;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70393786761;CA;95060;0;0;3;FSC;FSC;Fuel Surcharge;17.47;0.34;0.58;M T L International
2015/12/30;1Z091YW70393786761;CA;95060;0;0;3;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70394602402;UT;84041;51;60;4;FRT;3;Ground Residential Third Party;0;11.37;15.07;M T L International
2015/12/30;1Z091YW70394602402;UT;84041;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70394602402;UT;84041;0;0;4;FSC;FSC;Fuel Surcharge;29.69;0.66;0.9;M T L International
2015/12/30;1Z091YW70394602402;UT;84041;0;0;4;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70394761713;NY;12093;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/30;1Z091YW70394761713;NY;12093;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70394761713;NY;12093;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70394761713;NY;12093;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/30;1Z091YW70394761713;NY;12093;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70392947133;NM;87401;16;28;4;FRT;3;Ground Commercial Third Party;0;5.97;8.94;M T L International
2015/12/30;1Z091YW70392947133;NM;87401;0;0;4;FSC;FSC;Fuel Surcharge;14.91;0.31;0.47;M T L International
2015/12/30;1Z091YW70392947133;NM;87401;0;0;4;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70392309224;IA;52101;6;6;7;FRT;3;Ground Residential Third Party;0;4.24;7.55;M T L International
2015/12/30;1Z091YW70392309224;IA;52101;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70392309224;IA;52101;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/30;1Z091YW70392309224;IA;52101;0;0;7;FSC;FSC;Fuel Surcharge;18.19;0.28;0.67;M T L International
2015/12/30;1Z091YW70392188034;IL;62959;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/30;1Z091YW70392188034;IL;62959;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70392188034;IL;62959;0;0;7;FSC;FSC;Fuel Surcharge;33.35;0.66;1.09;M T L International
2015/12/30;1Z091YW70392188034;IL;62959;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70391167040;AL;36010;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/30;1Z091YW70391167040;AL;36010;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70391167040;AL;36010;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70391167040;AL;36010;0;0;8;FSC;FSC;Fuel Surcharge;42.73;0.77;1.47;M T L International
2015/12/30;1Z091YW70391167040;AL;36010;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70390041669;MI;49807;17;30;7;FRT;3;Ground Commercial Third Party;0;12.04;18.06;M T L International
2015/12/30;1Z091YW70390041669;MI;49807;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;
2015/12/30;1Z091YW70390041669;MI;49807;0;0;7;ACC;LDC;Delivery Area Surcharge - Extended;0;0;2.3;M T L International
2015/12/30;1Z091YW70390041669;MI;49807;0;0;7;FSC;FSC;Fuel Surcharge;32.4;0.63;1.07;M T L International
2015/12/30;1Z091YW70390041669;MI;49807;0;0;7;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70391565084;MN;56345;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/30;1Z091YW70391565084;MN;56345;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70391565084;MN;56345;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70391565084;MN;56345;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/30;1Z091YW70391565084;MN;56345;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70393905097;MN;55355;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/30;1Z091YW70393905097;MN;55355;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70393905097;MN;55355;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70393905097;MN;55355;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/30;1Z091YW70393905097;MN;55355;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70394232375;WA;98133;18;18;5;FRT;3;Ground Residential Third Party;0;5.46;8.89;M T L International
2015/12/30;1Z091YW70394232375;WA;98133;0;0;5;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70394232375;WA;98133;0;0;5;FSC;FSC;Fuel Surcharge;17.6;0.34;0.58;M T L International
2015/12/30;1Z091YW70396615690;MI;49014;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/30;1Z091YW70396615690;MI;49014;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70396615690;MI;49014;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/30;1Z091YW70396615690;MI;49014;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70396577106;WI;54759;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/30;1Z091YW70396577106;WI;54759;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70396577106;WI;54759;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70396577106;WI;54759;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/30;1Z091YW70396577106;WI;54759;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70399861310;MO;64024;32;50;6;FRT;3;Ground Residential Third Party;0;15.41;23.11;M T L International
2015/12/30;1Z091YW70399861310;MO;64024;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70399861310;MO;64024;0;0;6;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/30;1Z091YW70399861310;MO;64024;0;0;6;FSC;FSC;Fuel Surcharge;44.92;0.87;1.49;M T L International
2015/12/30;1Z091YW70399861310;MO;64024;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70394973351;NC;28382;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/30;1Z091YW70394973351;NC;28382;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70394973351;NC;28382;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/30;1Z091YW70394973351;NC;28382;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/30;1Z091YW70394973351;NC;28382;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70390748147;FL;33412;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/30;1Z091YW70390748147;FL;33412;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70390748147;FL;33412;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/30;1Z091YW70390748147;FL;33412;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70392196196;FL;34983;32;38;8;FRT;3;Ground Residential Third Party;0;17.17;25.75;M T L International
2015/12/30;1Z091YW70392196196;FL;34983;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70392196196;FL;34983;0;0;8;FSC;FSC;Fuel Surcharge;46.17;0.96;1.46;M T L International
2015/12/30;1Z091YW70392196196;FL;34983;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70399814139;IA;52501;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/30;1Z091YW70399814139;IA;52501;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70399814139;IA;52501;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/30;1Z091YW70399814139;IA;52501;0;0;7;FSC;FSC;Fuel Surcharge;36.5;0.66;1.26;M T L International
2015/12/30;1Z091YW70399814139;IA;52501;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70392300527;CA;93313;16;25;2;FRT;3;Ground Residential Third Party;0;4.63;7.55;M T L International
2015/12/31;1Z091YW70392300527;CA;93313;0;0;2;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70392300527;CA;93313;0;0;2;FSC;FSC;Fuel Surcharge;15.43;0.3;0.51;M T L International
2015/12/31;1Z091YW70392300527;CA;93313;0;0;2;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70391683429;CA;95425;17;30;4;FRT;3;Ground Commercial Third Party;0;7.02;10.55;M T L International
2015/12/31;1Z091YW70391683429;CA;95425;0;0;4;ACC;RDC;Delivery Area Surcharge;0;0;2.3;M T L International
2015/12/31;1Z091YW70391683429;CA;95425;0;0;4;FSC;FSC;Fuel Surcharge;19.87;0.37;0.67;M T L International
2015/12/31;1Z091YW70391683429;CA;95425;0;0;4;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70394170343;AZ;85365;20;20;4;FRT;3;Ground Residential Third Party;0;4.86;7.92;M T L International
2015/12/31;1Z091YW70394170343;AZ;85365;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70394170343;AZ;85365;0;0;4;FSC;FSC;Fuel Surcharge;16.03;0.31;0.53;M T L International
2015/12/31;1Z091YW70393436451;ID;83301;16;28;5;FRT;3;Ground Residential Third Party;0;6.79;11.07;M T L International
2015/12/31;1Z091YW70393436451;ID;83301;0;0;5;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70393436451;ID;83301;0;0;5;FSC;FSC;Fuel Surcharge;21.11;0.42;0.69;M T L International
2015/12/31;1Z091YW70393436451;ID;83301;0;0;5;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70390907297;NM;88012;16;28;5;FRT;3;Ground Residential Third Party;0;6.79;11.07;M T L International
2015/12/31;1Z091YW70390907297;NM;88012;0;0;5;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70390907297;NM;88012;0;0;5;FSC;FSC;Fuel Surcharge;21.11;0.42;0.69;M T L International
2015/12/31;1Z091YW70390907297;NM;88012;0;0;5;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70397706232;MT;59901;16;28;5;FRT;3;Ground Residential Third Party;0;6.79;11.07;M T L International
2015/12/31;1Z091YW70397706232;MT;59901;0;0;5;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70397706232;MT;59901;0;0;5;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/31;1Z091YW70397706232;MT;59901;0;0;5;FSC;FSC;Fuel Surcharge;24.26;0.42;0.85;M T L International
2015/12/31;1Z091YW70397706232;MT;59901;0;0;5;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70396580469;TX;75602;16;28;6;FRT;3;Ground Commercial Third Party;0;8.77;13.15;M T L International
2015/12/31;1Z091YW70396580469;TX;75602;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70396580469;TX;75602;0;0;6;FSC;FSC;Fuel Surcharge;21.92;0.46;0.69;M T L International
2015/12/31;1Z091YW70396580469;TX;75602;0;0;6;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70393726236;MI;48473;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/31;1Z091YW70393726236;MI;48473;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70393726236;MI;48473;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/31;1Z091YW70393726236;MI;48473;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70393749248;WI;54755;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/31;1Z091YW70393749248;WI;54755;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70393749248;WI;54755;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70393749248;WI;54755;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/31;1Z091YW70393749248;WI;54755;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70391751864;KS;66025;16;25;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/31;1Z091YW70391751864;KS;66025;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70391751864;KS;66025;0;0;6;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/31;1Z091YW70391751864;KS;66025;0;0;6;FSC;FSC;Fuel Surcharge;28.32;0.5;0.99;M T L International
2015/12/31;1Z091YW70391751864;KS;66025;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70394123288;WI;54201;16;25;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/31;1Z091YW70394123288;WI;54201;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70394123288;WI;54201;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70394123288;WI;54201;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/31;1Z091YW70394123288;WI;54201;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70391691910;MS;38824;16;25;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/31;1Z091YW70391691910;MS;38824;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70391691910;MS;38824;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70391691910;MS;38824;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/31;1Z091YW70391691910;MS;38824;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70399090742;FL;33803;5;10;8;FRT;3;Ground Residential Third Party;0;5.46;9.73;M T L International
2015/12/31;1Z091YW70399090742;FL;33803;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70399090742;FL;33803;0;0;8;FSC;FSC;Fuel Surcharge;18.44;0.35;0.62;M T L International
2015/12/31;1Z091YW70399090742;FL;33803;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70396764369;IA;52001;17;30;7;FRT;3;Ground Commercial Third Party;0;12.04;18.06;M T L International
2015/12/31;1Z091YW70396764369;IA;52001;0;0;7;FSC;FSC;Fuel Surcharge;30.1;0.63;0.95;M T L International
2015/12/31;1Z091YW70396764369;IA;52001;0;0;7;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70399825181;PA;17366;8;15;8;FRT;3;Ground Residential Third Party;0;7.69;12.56;M T L International
2015/12/31;1Z091YW70399825181;PA;17366;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70399825181;PA;17366;0;0;8;FSC;FSC;Fuel Surcharge;23.5;0.46;0.77;M T L International
2015/12/31;1Z091YW70399825181;PA;17366;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70396035790;IN;47940;16;25;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/31;1Z091YW70396035790;IN;47940;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70396035790;IN;47940;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70396035790;IN;47940;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/31;1Z091YW70396035790;IN;47940;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70399705202;IA;52730;16;25;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/31;1Z091YW70399705202;IA;52730;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70399705202;IA;52730;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/31;1Z091YW70399705202;IA;52730;0;0;7;FSC;FSC;Fuel Surcharge;32.36;0.58;1.12;M T L International
2015/12/31;1Z091YW70399705202;IA;52730;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70396337419;WI;54166;16;25;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/31;1Z091YW70396337419;WI;54166;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70396337419;WI;54166;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70396337419;WI;54166;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/31;1Z091YW70396337419;WI;54166;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70395756423;FL;33540;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/31;1Z091YW70395756423;FL;33540;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70395756423;FL;33540;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/31;1Z091YW70395756423;FL;33540;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70395450842;TN;37620;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/31;1Z091YW70395450842;TN;37620;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70395450842;TN;37620;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/31;1Z091YW70395450842;TN;37620;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70397374252;OH;43953;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/31;1Z091YW70397374252;OH;43953;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70397374252;OH;43953;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/31;1Z091YW70397374252;OH;43953;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70398493470;TN;37826;16;25;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/31;1Z091YW70398493470;TN;37826;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70398493470;TN;37826;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/31;1Z091YW70398493470;TN;37826;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/31;1Z091YW70398493470;TN;37826;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/31;1Z091YW70390719553;FL;34135;7;7;8;FRT;3;Ground Residential Third Party;0;4.66;8.3;M T L International
2015/12/31;1Z091YW70390719553;FL;34135;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/31;1Z091YW70390719553;FL;34135;0;0;8;FSC;FSC;Fuel Surcharge;16.21;0.3;0.55;M T L International
2016/1/4;1Z091YW70397141673;CA;92691;32;38;2;FRT;3;Ground Residential Third Party;0;6.07;9.1;M T L International
2016/1/4;1Z091YW70397141673;CA;92691;0;0;2;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2016/1/4;1Z091YW70397141673;CA;92691;0;0;2;FSC;FSC;Fuel Surcharge;18.42;0.38;0.59;M T L International
2016/1/4;1Z091YW70397141673;CA;92691;0;0;2;ACC;FTP;Third Party Billing Service;11.8;0.18;0.3;M T L International
2016/1/4;1Z091YW70397141673;CA;92691;0;0;2;INF;3;Ground Residential Third Party;0;0;0;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;16;29;3;FRT;3;Ground Residential Third Party;0;5.41;8.81;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;0;0;3;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;0;0;3;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;0;0;3;FSC;FSC;Fuel Surcharge;21.47;0.34;0.79;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;0;0;3;ACC;FTP;Third Party Billing Service;15.71;0.18;0.39;M T L International
2016/1/4;1Z091YW70396329615;CA;95338;0;0;3;INF;3;Ground Residential Third Party;0;0;0;M T L International
2016/1/4;1Z091YW70391466575;TX;75007;6;6;6;FRT;3;Ground Commercial Third Party;0;4.25;6.94;M T L International
2016/1/4;1Z091YW70391466575;TX;75007;0;0;6;FSC;FSC;Fuel Surcharge;11.19;0.22;0.37;M T L International
2016/1/4;1Z091YW70391466575;TX;75007;0;0;6;ACC;FTP;Third Party Billing Service;7.31;0.11;0.18;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;5;10;6;FRT;3;Ground Residential Third Party;0;4.45;7.91;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;0;0;6;FSC;FSC;Fuel Surcharge;19.61;0.29;0.74;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;0;0;6;ACC;FTP;Third Party Billing Service;14.76;0.15;0.37;M T L International
2016/1/4;1Z091YW70392432386;TX;78669;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2016/1/4;1Z091YW70396457281;TX;78240;5;10;6;FRT;3;Ground Residential Third Party;0;4.45;7.91;M T L International
2016/1/4;1Z091YW70396457281;TX;78240;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2016/1/4;1Z091YW70396457281;TX;78240;0;0;6;FSC;FSC;Fuel Surcharge;15.61;0.29;0.53;M T L International
2016/1/4;1Z091YW70396457281;TX;78240;0;0;6;ACC;FTP;Third Party Billing Service;10.55;0.15;0.26;M T L International
2016/1/4;1Z091YW70396457281;TX;78240;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2016/1/4;1Z091YW70399922352;OK;74132;16;29;6;FRT;3;Ground Commercial Third Party;0;8.77;13.15;M T L International
2016/1/4;1Z091YW70399922352;OK;74132;0;0;6;FSC;FSC;Fuel Surcharge;21.92;0.46;0.69;M T L International
2016/1/4;1Z091YW70399922352;OK;74132;0;0;6;ACC;FTP;Third Party Billing Service;13.84;0.23;0.35;M T L International
2016/1/4;1Z091YW70399922352;OK;74132;0;0;6;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2016/1/4;1Z091YW70397930436;OK;74467;16;29;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2016/1/4;1Z091YW70397930436;OK;74467;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2016/1/4;1Z091YW70397930436;OK;74467;0;0;6;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2016/1/4;1Z091YW70397930436;OK;74467;0;0;6;FSC;FSC;Fuel Surcharge;28.32;0.5;0.99;M T L International
2016/1/4;1Z091YW70397930436;OK;74467;0;0;6;ACC;FTP;Third Party Billing Service;19.84;0.25;0.5;M T L International
